Time,CH A,CH B,
0.E+0,8.5819E+0,8.573E-4,
2.50125E-6,9.3819E+0,4.0573E-3,
5.0025E-6,8.1819E+0,-7.427E-4,
7.50375E-6,9.3819E+0,2.4573E-3,
1.0005E-5,8.1819E+0,-7.427E-4,
1.25063E-5,9.3819E+0,1.6573E-3,
1.50075E-5,8.1819E+0,-7.427E-4,
1.75088E-5,8.9819E+0,2.4573E-3,
2.001E-5,7.7819E+0,8.573E-4,
2.25113E-5,8.9819E+0,3.2573E-3,
2.50125E-5,7.7819E+0,8.573E-4,
2.75138E-5,8.9819E+0,3.2573E-3,
3.0015E-5,7.7819E+0,-7.427E-4,
3.25163E-5,8.5819E+0,1.6573E-3,
3.50175E-5,7.7819E+0,-1.5427E-3,
3.75188E-5,8.5819E+0,8.573E-4,
4.002E-5,7.3819E+0,-1.5427E-3,
4.25213E-5,8.5819E+0,8.573E-4,
4.50225E-5,7.3819E+0,-7.427E-4,
4.75238E-5,8.5819E+0,2.4573E-3,
5.0025E-5,7.3819E+0,-7.427E-4,
5.25263E-5,8.1819E+0,1.6573E-3,
5.50275E-5,6.9819E+0,-2.3427E-3,
5.75288E-5,8.1819E+0,1.6573E-3,
6.003E-5,6.9819E+0,-3.1427E-3,
6.25313E-5,8.1819E+0,-7.427E-4,
6.50325E-5,6.5819E+0,-3.1427E-3,
6.75338E-5,7.7819E+0,-7.427E-4,
7.0035E-5,6.5819E+0,-3.9427E-3,
7.25363E-5,7.7819E+0,5.73E-5,
7.50375E-5,6.5819E+0,-3.1427E-3,
7.75388E-5,7.3819E+0,5.73E-5,
8.004E-5,6.1819E+0,-3.9427E-3,
8.25413E-5,7.3819E+0,-7.427E-4,
8.50425E-5,5.7819E+0,-5.5427E-3,
8.75438E-5,6.9819E+0,-1.5427E-3,
9.0045E-5,5.7819E+0,-5.5427E-3,
9.25463E-5,6.9819E+0,-2.3427E-3,
9.50475E-5,5.7819E+0,-5.5427E-3,
9.75488E-5,6.5819E+0,-2.3427E-3,
1.0005E-4,5.3819E+0,-4.7427E-3,
1.02551E-4,6.5819E+0,-1.5427E-3,
1.05053E-4,4.9819E+0,-6.3427E-3,
1.07554E-4,6.1819E+0,-2.3427E-3,
1.10055E-4,4.9819E+0,-7.9427E-3,
1.12556E-4,6.1819E+0,-3.9427E-3,
1.15058E-4,4.9819E+0,-8.7427E-3,
1.17559E-4,5.7819E+0,-5.5427E-3,
1.2006E-4,4.5819E+0,-8.7427E-3,
1.22561E-4,5.7819E+0,-5.5427E-3,
1.25063E-4,4.5819E+0,-7.1427E-3,
1.27564E-4,5.3819E+0,-4.7427E-3,
1.30065E-4,4.1819E+0,-8.7427E-3,
1.32566E-4,5.7819E+0,-4.7427E-3,
1.35068E-4,3.7819E+0,-1.03427E-2,
1.37569E-4,4.9819E+0,-6.3427E-3,
1.4007E-4,3.7819E+0,-1.19427E-2,
1.42571E-4,4.9819E+0,-8.7427E-3,
1.45073E-4,3.3819E+0,-1.19427E-2,
1.47574E-4,4.5819E+0,-9.5427E-3,
1.50075E-4,3.3819E+0,-1.11427E-2,
1.52576E-4,4.5819E+0,-8.7427E-3,
1.55078E-4,2.9819E+0,-1.11427E-2,
1.57579E-4,4.1819E+0,-7.9427E-3,
1.6008E-4,2.5819E+0,-1.35427E-2,
1.62581E-4,3.7819E+0,-1.03427E-2,
1.65083E-4,2.5819E+0,-1.51427E-2,
1.67584E-4,3.7819E+0,-1.19427E-2,
1.70085E-4,2.1819E+0,-1.51427E-2,
1.72586E-4,3.3819E+0,-1.19427E-2,
1.75088E-4,2.1819E+0,-1.51427E-2,
1.77589E-4,3.3819E+0,-1.11427E-2,
1.8009E-4,1.7819E+0,-1.35427E-2,
1.82591E-4,2.9819E+0,-1.11427E-2,
1.85093E-4,1.7819E+0,-1.51427E-2,
1.87594E-4,2.5819E+0,-1.11427E-2,
1.90095E-4,1.3819E+0,-1.67427E-2,
1.92596E-4,2.5819E+0,-1.35427E-2,
1.95098E-4,9.819E-1,-1.67427E-2,
1.97599E-4,2.1819E+0,-1.51427E-2,
2.001E-4,9.819E-1,-1.75427E-2,
2.02601E-4,1.7819E+0,-1.35427E-2,
2.05103E-4,5.819E-1,-1.59427E-2,
2.07604E-4,1.7819E+0,-1.27427E-2,
2.10105E-4,5.819E-1,-1.83427E-2,
2.12606E-4,1.3819E+0,-1.43427E-2,
2.15108E-4,1.819E-1,-1.91427E-2,
2.17609E-4,1.3819E+0,-1.59427E-2,
2.2011E-4,-2.181E-1,-1.91427E-2,
2.22611E-4,9.819E-1,-1.67427E-2,
2.25113E-4,-2.181E-1,-1.99427E-2,
2.27614E-4,5.819E-1,-1.67427E-2,
2.30115E-4,-6.181E-1,-1.83427E-2,
2.32616E-4,5.819E-1,-1.51427E-2,
2.35118E-4,-1.0181E+0,-1.91427E-2,
2.37619E-4,1.819E-1,-1.67427E-2,
2.4012E-4,-1.0181E+0,-1.99427E-2,
2.42621E-4,1.819E-1,-1.75427E-2,
2.45123E-4,-1.4181E+0,-2.07427E-2,
2.47624E-4,-2.181E-1,-1.83427E-2,
2.50125E-4,-1.4181E+0,-2.15427E-2,
2.52626E-4,-6.181E-1,-1.83427E-2,
2.55128E-4,-1.8181E+0,-1.99427E-2,
2.57629E-4,-6.181E-1,-1.67427E-2,
2.6013E-4,-1.8181E+0,-1.91427E-2,
2.62631E-4,-1.0181E+0,-1.59427E-2,
2.65133E-4,-2.2181E+0,-1.99427E-2,
2.67634E-4,-1.0181E+0,-1.75427E-2,
2.70135E-4,-2.6181E+0,-2.07427E-2,
2.72636E-4,-1.4181E+0,-1.83427E-2,
2.75138E-4,-2.6181E+0,-2.07427E-2,
2.77639E-4,-1.8181E+0,-1.83427E-2,
2.8014E-4,-3.0181E+0,-2.07427E-2,
2.82641E-4,-1.8181E+0,-1.75427E-2,
2.85143E-4,-3.4181E+0,-1.91427E-2,
2.87644E-4,-2.2181E+0,-1.67427E-2,
2.90145E-4,-3.4181E+0,-1.91427E-2,
2.92646E-4,-2.2181E+0,-1.59427E-2,
2.95148E-4,-3.8181E+0,-1.91427E-2,
2.97649E-4,-2.6181E+0,-1.75427E-2,
3.0015E-4,-4.2181E+0,-1.99427E-2,
3.02651E-4,-2.6181E+0,-1.75427E-2,
3.05153E-4,-4.2181E+0,-1.99427E-2,
3.07654E-4,-3.0181E+0,-1.59427E-2,
3.10155E-4,-4.6181E+0,-1.83427E-2,
3.12656E-4,-3.0181E+0,-1.59427E-2,
3.15158E-4,-4.6181E+0,-1.83427E-2,
3.17659E-4,-3.4181E+0,-1.43427E-2,
3.2016E-4,-4.6181E+0,-1.91427E-2,
3.22661E-4,-3.8181E+0,-1.51427E-2,
3.25163E-4,-5.0181E+0,-1.91427E-2,
3.27664E-4,-3.8181E+0,-1.59427E-2,
3.30165E-4,-5.4181E+0,-1.83427E-2,
3.32666E-4,-4.2181E+0,-1.43427E-2,
3.35168E-4,-5.4181E+0,-1.59427E-2,
3.37669E-4,-4.2181E+0,-1.27427E-2,
3.4017E-4,-5.8181E+0,-1.67427E-2,
3.42671E-4,-4.6181E+0,-1.35427E-2,
3.45173E-4,-5.8181E+0,-1.75427E-2,
3.47674E-4,-4.6181E+0,-1.35427E-2,
3.50175E-4,-6.2181E+0,-1.75427E-2,
3.52676E-4,-4.6181E+0,-1.35427E-2,
3.55178E-4,-6.2181E+0,-1.59427E-2,
3.57679E-4,-5.0181E+0,-1.27427E-2,
3.6018E-4,-6.2181E+0,-1.59427E-2,
3.62681E-4,-5.0181E+0,-1.11427E-2,
3.65183E-4,-6.6181E+0,-1.27427E-2,
3.67684E-4,-5.4181E+0,-1.03427E-2,
3.70185E-4,-6.6181E+0,-1.27427E-2,
3.72686E-4,-5.4181E+0,-1.03427E-2,
3.75188E-4,-7.0181E+0,-1.35427E-2,
3.77689E-4,-5.8181E+0,-1.11427E-2,
3.8019E-4,-7.0181E+0,-1.35427E-2,
3.82691E-4,-5.8181E+0,-1.03427E-2,
3.85193E-4,-7.0181E+0,-1.19427E-2,
3.87694E-4,-6.2181E+0,-7.9427E-3,
3.90195E-4,-7.4181E+0,-1.03427E-2,
3.92696E-4,-6.2181E+0,-7.9427E-3,
3.95198E-4,-7.4181E+0,-1.03427E-2,
3.97699E-4,-6.2181E+0,-7.1427E-3,
4.002E-4,-7.4181E+0,-1.03427E-2,
4.02701E-4,-6.6181E+0,-7.9427E-3,
4.05203E-4,-7.4181E+0,-1.03427E-2,
4.07704E-4,-6.6181E+0,-7.1427E-3,
4.10205E-4,-7.8181E+0,-8.7427E-3,
4.12706E-4,-6.6181E+0,-5.5427E-3,
4.15208E-4,-7.8181E+0,-7.1427E-3,
4.17709E-4,-7.0181E+0,-4.7427E-3,
4.2021E-4,-7.8181E+0,-6.3427E-3,
4.22711E-4,-7.0181E+0,-3.9427E-3,
4.25213E-4,-7.8181E+0,-6.3427E-3,
4.27714E-4,-7.0181E+0,-3.9427E-3,
4.30215E-4,-7.8181E+0,-7.1427E-3,
4.32716E-4,-7.0181E+0,-3.9427E-3,
4.35218E-4,-8.2181E+0,-5.5427E-3,
4.37719E-4,-7.0181E+0,-2.3427E-3,
4.4022E-4,-8.2181E+0,-3.9427E-3,
4.42721E-4,-7.0181E+0,-1.5427E-3,
4.45223E-4,-8.2181E+0,-3.1427E-3,
4.47724E-4,-7.0181E+0,5.73E-5,
4.50225E-4,-8.2181E+0,-3.1427E-3,
4.52726E-4,-7.4181E+0,-7.427E-4,
4.55228E-4,-8.2181E+0,-3.1427E-3,
4.57729E-4,-7.4181E+0,-7.427E-4,
4.6023E-4,-8.2181E+0,-4.7427E-3,
4.62731E-4,-7.4181E+0,-1.5427E-3,
4.65233E-4,-8.2181E+0,-3.1427E-3,
4.67734E-4,-7.4181E+0,8.573E-4,
4.70235E-4,-8.2181E+0,-1.5427E-3,
4.72736E-4,-7.4181E+0,8.573E-4,
4.75238E-4,-8.2181E+0,-1.5427E-3,
4.77739E-4,-7.4181E+0,1.6573E-3,
4.8024E-4,-8.2181E+0,-1.5427E-3,
4.82741E-4,-7.4181E+0,8.573E-4,
4.85243E-4,-8.6181E+0,-7.427E-4,
4.87744E-4,-7.4181E+0,1.6573E-3,
4.90245E-4,-8.2181E+0,-1.5427E-3,
4.92746E-4,-7.4181E+0,2.4573E-3,
4.95248E-4,-8.6181E+0,8.573E-4,
4.97749E-4,-7.4181E+0,3.2573E-3,
5.0025E-4,-8.6181E+0,8.573E-4,
5.02751E-4,-7.4181E+0,3.2573E-3,
5.05253E-4,-8.6181E+0,5.73E-5,
5.07754E-4,-7.4181E+0,3.2573E-3,
5.10255E-4,-8.6181E+0,5.73E-5,
5.12756E-4,-7.4181E+0,3.2573E-3,
5.15258E-4,-8.6181E+0,8.573E-4,
5.17759E-4,-7.4181E+0,4.0573E-3,
5.2026E-4,-8.6181E+0,2.4573E-3,
5.22761E-4,-7.4181E+0,4.8573E-3,
5.25263E-4,-8.2181E+0,1.6573E-3,
5.27764E-4,-7.4181E+0,4.8573E-3,
5.30265E-4,-8.6181E+0,1.6573E-3,
5.32766E-4,-7.4181E+0,4.0573E-3,
5.35268E-4,-8.6181E+0,8.573E-4,
5.37769E-4,-7.4181E+0,3.2573E-3,
5.4027E-4,-8.6181E+0,1.6573E-3,
5.42771E-4,-7.4181E+0,4.8573E-3,
5.45273E-4,-8.2181E+0,2.4573E-3,
5.47774E-4,-7.4181E+0,5.6573E-3,
5.50275E-4,-8.2181E+0,2.4573E-3,
5.52776E-4,-7.4181E+0,4.8573E-3,
5.55278E-4,-8.2181E+0,1.6573E-3,
5.57779E-4,-7.4181E+0,4.8573E-3,
5.6028E-4,-8.2181E+0,1.6573E-3,
5.62781E-4,-7.4181E+0,4.0573E-3,
5.65283E-4,-8.2181E+0,8.573E-4,
5.67784E-4,-7.4181E+0,4.8573E-3,
5.70285E-4,-8.2181E+0,2.4573E-3,
5.72786E-4,-7.0181E+0,6.4573E-3,
5.75288E-4,-8.2181E+0,3.2573E-3,
5.77789E-4,-7.0181E+0,6.4573E-3,
5.8029E-4,-7.8181E+0,2.4573E-3,
5.82791E-4,-7.0181E+0,5.6573E-3,
5.85293E-4,-7.8181E+0,1.6573E-3,
5.87794E-4,-7.0181E+0,4.0573E-3,
5.90295E-4,-7.8181E+0,1.6573E-3,
5.92796E-4,-7.0181E+0,4.0573E-3,
5.95298E-4,-7.8181E+0,1.6573E-3,
5.97799E-4,-7.0181E+0,5.6573E-3,
6.003E-4,-7.8181E+0,2.4573E-3,
6.02801E-4,-6.6181E+0,4.8573E-3,
6.05303E-4,-7.4181E+0,1.6573E-3,
6.07804E-4,-6.6181E+0,4.8573E-3,
6.10305E-4,-7.4181E+0,8.573E-4,
6.12806E-4,-6.6181E+0,3.2573E-3,
6.15308E-4,-7.4181E+0,5.73E-5,
6.17809E-4,-6.6181E+0,2.4573E-3,
6.2031E-4,-7.4181E+0,5.73E-5,
6.22811E-4,-6.2181E+0,3.2573E-3,
6.25313E-4,-7.0181E+0,8.573E-4,
6.27814E-4,-6.2181E+0,4.0573E-3,
6.30315E-4,-7.0181E+0,8.573E-4,
6.32816E-4,-5.8181E+0,3.2573E-3,
6.35318E-4,-7.0181E+0,-7.427E-4,
6.37819E-4,-5.8181E+0,2.4573E-3,
6.4032E-4,-7.0181E+0,-7.427E-4,
6.42821E-4,-5.8181E+0,1.6573E-3,
6.45323E-4,-6.6181E+0,-1.5427E-3,
6.47824E-4,-5.4181E+0,8.573E-4,
6.50325E-4,-6.2181E+0,-7.427E-4,
6.52826E-4,-5.4181E+0,1.6573E-3,
6.55328E-4,-6.2181E+0,-1.5427E-3,
6.57829E-4,-5.0181E+0,8.573E-4,
6.6033E-4,-6.2181E+0,-3.9427E-3,
6.62831E-4,-5.0181E+0,8.573E-4,
6.65333E-4,-5.8181E+0,-4.7427E-3,
6.67834E-4,-4.6181E+0,-1.5427E-3,
6.70335E-4,-5.8181E+0,-4.7427E-3,
6.72836E-4,-4.6181E+0,-2.3427E-3,
6.75338E-4,-5.4181E+0,-4.7427E-3,
6.77839E-4,-4.2181E+0,-7.427E-4,
6.8034E-4,-5.4181E+0,-3.9427E-3,
6.82841E-4,-4.2181E+0,-7.427E-4,
6.85343E-4,-5.0181E+0,-5.5427E-3,
6.87844E-4,-3.8181E+0,-2.3427E-3,
6.90345E-4,-4.6181E+0,-7.1427E-3,
6.92846E-4,-3.4181E+0,-3.9427E-3,
6.95348E-4,-4.6181E+0,-7.9427E-3,
6.97849E-4,-3.4181E+0,-4.7427E-3,
7.0035E-4,-4.6181E+0,-7.1427E-3,
7.02851E-4,-3.4181E+0,-4.7427E-3,
7.05353E-4,-4.2181E+0,-7.1427E-3,
7.07854E-4,-3.0181E+0,-4.7427E-3,
7.10355E-4,-3.8181E+0,-8.7427E-3,
7.12856E-4,-2.6181E+0,-5.5427E-3,
7.15358E-4,-3.8181E+0,-1.03427E-2,
7.17859E-4,-2.6181E+0,-6.3427E-3,
7.2036E-4,-3.4181E+0,-1.11427E-2,
7.22861E-4,-2.2181E+0,-8.7427E-3,
7.25363E-4,-3.4181E+0,-1.11427E-2,
7.27864E-4,-1.8181E+0,-7.1427E-3,
7.30365E-4,-3.0181E+0,-9.5427E-3,
7.32866E-4,-1.8181E+0,-7.1427E-3,
7.35368E-4,-2.6181E+0,-1.11427E-2,
7.37869E-4,-1.4181E+0,-7.9427E-3,
7.4037E-4,-2.2181E+0,-1.19427E-2,
7.42871E-4,-1.4181E+0,-8.7427E-3,
7.45373E-4,-2.2181E+0,-1.35427E-2,
7.47874E-4,-1.4181E+0,-1.03427E-2,
7.50375E-4,-1.8181E+0,-1.43427E-2,
7.52876E-4,-1.0181E+0,-1.11427E-2,
7.55378E-4,-1.8181E+0,-1.27427E-2,
7.57879E-4,-6.181E-1,-9.5427E-3,
7.6038E-4,-1.4181E+0,-1.27427E-2,
7.62881E-4,-2.181E-1,-1.03427E-2,
7.65383E-4,-1.4181E+0,-1.43427E-2,
7.67884E-4,-2.181E-1,-1.03427E-2,
7.70385E-4,-1.0181E+0,-1.59427E-2,
7.72886E-4,1.819E-1,-1.27427E-2,
7.75388E-4,-6.181E-1,-1.59427E-2,
7.77889E-4,1.819E-1,-1.19427E-2,
7.8039E-4,-6.181E-1,-1.51427E-2,
7.82891E-4,5.819E-1,-1.11427E-2,
7.85393E-4,-2.181E-1,-1.43427E-2,
7.87894E-4,5.819E-1,-1.11427E-2,
7.90395E-4,-2.181E-1,-1.59427E-2,
7.92896E-4,9.819E-1,-1.27427E-2,
7.95398E-4,1.819E-1,-1.83427E-2,
7.97899E-4,1.3819E+0,-1.43427E-2,
8.004E-4,5.819E-1,-1.83427E-2,
8.02901E-4,1.3819E+0,-1.59427E-2,
8.05403E-4,5.819E-1,-1.83427E-2,
8.07904E-4,1.7819E+0,-1.43427E-2,
8.10405E-4,9.819E-1,-1.59427E-2,
8.12906E-4,2.1819E+0,-1.35427E-2,
8.15408E-4,9.819E-1,-1.75427E-2,
8.17909E-4,2.1819E+0,-1.43427E-2,
8.2041E-4,1.3819E+0,-1.83427E-2,
8.22911E-4,2.5819E+0,-1.43427E-2,
8.25413E-4,1.3819E+0,-1.83427E-2,
8.27914E-4,2.9819E+0,-1.59427E-2,
8.30415E-4,1.7819E+0,-1.83427E-2,
8.32916E-4,2.9819E+0,-1.51427E-2,
8.35418E-4,2.1819E+0,-1.67427E-2,
8.37919E-4,3.3819E+0,-1.43427E-2,
8.4042E-4,2.5819E+0,-1.67427E-2,
8.42921E-4,3.3819E+0,-1.35427E-2,
8.45423E-4,2.5819E+0,-1.75427E-2,
8.47924E-4,3.7819E+0,-1.51427E-2,
8.50425E-4,2.9819E+0,-1.83427E-2,
8.52926E-4,3.7819E+0,-1.59427E-2,
8.55428E-4,2.9819E+0,-1.83427E-2,
8.57929E-4,4.1819E+0,-1.59427E-2,
8.6043E-4,3.3819E+0,-1.67427E-2,
8.62931E-4,4.5819E+0,-1.43427E-2,
8.65433E-4,3.3819E+0,-1.67427E-2,
8.67934E-4,4.5819E+0,-1.43427E-2,
8.70435E-4,3.7819E+0,-1.75427E-2,
8.72936E-4,4.5819E+0,-1.43427E-2,
8.75438E-4,4.1819E+0,-1.75427E-2,
8.77939E-4,4.9819E+0,-1.59427E-2,
8.8044E-4,4.1819E+0,-1.83427E-2,
8.82941E-4,5.3819E+0,-1.51427E-2,
8.85443E-4,4.1819E+0,-1.75427E-2,
8.87944E-4,5.3819E+0,-1.27427E-2,
8.90445E-4,4.5819E+0,-1.59427E-2,
8.92946E-4,5.7819E+0,-1.35427E-2,
8.95448E-4,4.9819E+0,-1.51427E-2,
8.97949E-4,5.7819E+0,-1.27427E-2,
9.0045E-4,4.9819E+0,-1.67427E-2,
9.02951E-4,6.1819E+0,-1.35427E-2,
9.05453E-4,4.9819E+0,-1.59427E-2,
9.07954E-4,6.1819E+0,-1.35427E-2,
9.10455E-4,5.3819E+0,-1.59427E-2,
9.12956E-4,6.5819E+0,-1.11427E-2,
9.15458E-4,5.7819E+0,-1.27427E-2,
9.17959E-4,6.9819E+0,-1.03427E-2,
9.2046E-4,5.7819E+0,-1.27427E-2,
9.22961E-4,6.9819E+0,-1.11427E-2,
9.25463E-4,6.1819E+0,-1.35427E-2,
9.27964E-4,6.9819E+0,-1.11427E-2,
9.30465E-4,6.1819E+0,-1.43427E-2,
9.32966E-4,7.3819E+0,-1.11427E-2,
9.35468E-4,6.1819E+0,-1.27427E-2,
9.37969E-4,7.3819E+0,-1.03427E-2,
9.4047E-4,6.5819E+0,-1.19427E-2,
9.42971E-4,7.7819E+0,-8.7427E-3,
9.45473E-4,6.5819E+0,-1.03427E-2,
9.47974E-4,7.7819E+0,-7.1427E-3,
9.50475E-4,6.9819E+0,-1.03427E-2,
9.52976E-4,7.7819E+0,-7.1427E-3,
9.55478E-4,6.9819E+0,-1.03427E-2,
9.57979E-4,8.1819E+0,-7.9427E-3,
9.6048E-4,6.9819E+0,-1.03427E-2,
9.62981E-4,8.1819E+0,-7.1427E-3,
9.65483E-4,7.3819E+0,-8.7427E-3,
9.67984E-4,8.5819E+0,-4.7427E-3,
9.70485E-4,7.3819E+0,-6.3427E-3,
9.72986E-4,8.5819E+0,-4.7427E-3,
9.75488E-4,7.7819E+0,-7.1427E-3,
9.77989E-4,8.5819E+0,-3.1427E-3,
9.8049E-4,7.7819E+0,-7.1427E-3,
9.82991E-4,8.5819E+0,-4.7427E-3,
9.85493E-4,7.7819E+0,-7.1427E-3,
9.87994E-4,8.9819E+0,-3.9427E-3,
9.90495E-4,8.1819E+0,-6.3427E-3,
9.92996E-4,8.9819E+0,-2.3427E-3,
9.95498E-4,8.1819E+0,-4.7427E-3,
9.97999E-4,8.9819E+0,-1.5427E-3,
1.0005E-3,8.1819E+0,-3.9427E-3,
1.003E-3,9.3819E+0,-1.5427E-3,
1.0055E-3,8.1819E+0,-3.9427E-3,
1.008E-3,9.3819E+0,-1.5427E-3,
1.01051E-3,8.1819E+0,-3.9427E-3,
1.01301E-3,9.3819E+0,-1.5427E-3,
1.01551E-3,8.1819E+0,-3.1427E-3,
1.01801E-3,9.3819E+0,8.573E-4,
1.02051E-3,8.5819E+0,-1.5427E-3,
1.02301E-3,9.3819E+0,8.573E-4,
1.02551E-3,8.5819E+0,-1.5427E-3,
1.02801E-3,9.7819E+0,1.6573E-3,
1.03052E-3,8.5819E+0,-1.5427E-3,
1.03302E-3,9.3819E+0,1.6573E-3,
1.03552E-3,8.5819E+0,-1.5427E-3,
1.03802E-3,9.7819E+0,8.573E-4,
1.04052E-3,8.5819E+0,-1.5427E-3,
1.04302E-3,9.7819E+0,1.6573E-3,
1.04552E-3,8.5819E+0,8.573E-4,
1.04802E-3,9.7819E+0,4.0573E-3,
1.05053E-3,8.5819E+0,1.6573E-3,
1.05303E-3,9.7819E+0,4.0573E-3,
1.05553E-3,8.5819E+0,8.573E-4,
1.05803E-3,9.7819E+0,4.0573E-3,
1.06053E-3,8.5819E+0,8.573E-4,
1.06303E-3,9.7819E+0,3.2573E-3,
1.06553E-3,8.5819E+0,8.573E-4,
1.06803E-3,9.7819E+0,3.2573E-3,
1.07054E-3,8.5819E+0,1.6573E-3,
1.07304E-3,9.7819E+0,5.6573E-3,
1.07554E-3,8.5819E+0,3.2573E-3,
1.07804E-3,9.7819E+0,5.6573E-3,
1.08054E-3,8.5819E+0,2.4573E-3,
1.08304E-3,9.7819E+0,5.6573E-3,
1.08554E-3,8.5819E+0,1.6573E-3,
1.08804E-3,9.7819E+0,4.8573E-3,
1.09055E-3,8.5819E+0,1.6573E-3,
1.09305E-3,9.3819E+0,4.8573E-3,
1.09555E-3,8.1819E+0,2.4573E-3,
1.09805E-3,9.3819E+0,6.4573E-3,
1.10055E-3,8.1819E+0,4.0573E-3,
1.10305E-3,9.3819E+0,6.4573E-3,
1.10555E-3,8.1819E+0,3.2573E-3,
1.10805E-3,9.3819E+0,6.4573E-3,
1.11056E-3,8.1819E+0,2.4573E-3,
1.11306E-3,9.3819E+0,5.6573E-3,
1.11556E-3,8.1819E+0,1.6573E-3,
1.11806E-3,9.3819E+0,4.0573E-3,
1.12056E-3,7.7819E+0,1.6573E-3,
1.12306E-3,8.9819E+0,5.6573E-3,
1.12556E-3,7.7819E+0,3.2573E-3,
1.12806E-3,8.9819E+0,5.6573E-3,
1.13057E-3,7.7819E+0,3.2573E-3,
1.13307E-3,8.5819E+0,5.6573E-3,
1.13557E-3,7.3819E+0,1.6573E-3,
1.13807E-3,8.5819E+0,4.8573E-3,
1.14057E-3,7.3819E+0,8.573E-4,
1.14307E-3,8.5819E+0,4.0573E-3,
1.14557E-3,6.9819E+0,5.73E-5,
1.14807E-3,8.1819E+0,3.2573E-3,
1.15058E-3,6.9819E+0,1.6573E-3,
1.15308E-3,8.1819E+0,4.0573E-3,
1.15558E-3,6.9819E+0,8.573E-4,
1.15808E-3,7.7819E+0,4.0573E-3,
1.16058E-3,6.5819E+0,-7.427E-4,
1.16308E-3,7.7819E+0,3.2573E-3,
1.16558E-3,6.5819E+0,-1.5427E-3,
1.16808E-3,7.3819E+0,8.573E-4,
1.17059E-3,6.1819E+0,-1.5427E-3,
1.17309E-3,7.3819E+0,8.573E-4,
1.17559E-3,6.1819E+0,-2.3427E-3,
1.17809E-3,7.3819E+0,2.4573E-3,
1.18059E-3,5.7819E+0,-1.5427E-3,
1.18309E-3,6.9819E+0,1.6573E-3,
1.18559E-3,5.7819E+0,-3.1427E-3,
1.18809E-3,6.5819E+0,5.73E-5,
1.1906E-3,5.3819E+0,-4.7427E-3,
1.1931E-3,6.5819E+0,-1.5427E-3,
1.1956E-3,5.3819E+0,-4.7427E-3,
1.1981E-3,6.5819E+0,-1.5427E-3,
1.2006E-3,4.9819E+0,-4.7427E-3,
1.2031E-3,6.1819E+0,-1.5427E-3,
1.2056E-3,4.9819E+0,-4.7427E-3,
1.2081E-3,5.7819E+0,-1.5427E-3,
1.21061E-3,4.5819E+0,-5.5427E-3,
1.21311E-3,5.7819E+0,-2.3427E-3,
1.21561E-3,4.5819E+0,-7.1427E-3,
1.21811E-3,5.7819E+0,-3.9427E-3,
1.22061E-3,4.5819E+0,-7.1427E-3,
1.22311E-3,5.3819E+0,-4.7427E-3,
1.22561E-3,4.1819E+0,-7.1427E-3,
1.22811E-3,4.9819E+0,-4.7427E-3,
1.23062E-3,4.1819E+0,-7.1427E-3,
1.23312E-3,4.9819E+0,-4.7427E-3,
1.23562E-3,3.7819E+0,-8.7427E-3,
1.23812E-3,4.5819E+0,-4.7427E-3,
1.24062E-3,3.3819E+0,-1.03427E-2,
1.24312E-3,4.5819E+0,-7.1427E-3,
1.24562E-3,3.3819E+0,-1.19427E-2,
1.24812E-3,4.1819E+0,-8.7427E-3,
1.25063E-3,2.9819E+0,-1.11427E-2,
1.25313E-3,4.1819E+0,-8.7427E-3,
1.25563E-3,2.5819E+0,-1.03427E-2,
1.25813E-3,3.7819E+0,-7.9427E-3,
1.26063E-3,2.5819E+0,-1.11427E-2,
1.26313E-3,3.3819E+0,-8.7427E-3,
1.26563E-3,2.1819E+0,-1.27427E-2,
