[s],CH2[V]
-8.9750E-04,-9.222E-02
-8.9500E-04,-5.222E-02
-8.9250E-04,-9.222E-02
-8.9000E-04,-9.222E-02
-8.8750E-04,-5.222E-02
-8.8500E-04,-5.222E-02
-8.8250E-04,-9.222E-02
-8.8000E-04,-9.222E-02
-8.7750E-04,-9.222E-02
-8.7500E-04,-9.222E-02
-8.7250E-04,-5.222E-02
-8.7000E-04,-9.222E-02
-8.6750E-04,-9.222E-02
-8.6500E-04,-5.222E-02
-8.6250E-04,-9.222E-02
-8.6000E-04,-9.222E-02
-8.5750E-04,-1.322E-01
-8.5500E-04,-9.222E-02
-8.5250E-04,-9.222E-02
-8.5000E-04,-9.222E-02
-8.4750E-04,-9.222E-02
-8.4500E-04,-5.222E-02
-8.4250E-04,-9.222E-02
-8.4000E-04,-9.222E-02
-8.3750E-04,-9.222E-02
-8.3500E-04,-9.222E-02
-8.3250E-04,-5.222E-02
-8.3000E-04,-5.222E-02
-8.2750E-04,-9.222E-02
-8.2500E-04,-9.222E-02
-8.2250E-04,-5.222E-02
-8.2000E-04,-9.222E-02
-8.1750E-04,-9.222E-02
-8.1500E-04,-9.222E-02
-8.1250E-04,-9.222E-02
-8.1000E-04,-9.222E-02
-8.0750E-04,-9.222E-02
-8.0500E-04,-5.222E-02
-8.0250E-04,-5.222E-02
-8.0000E-04,-9.222E-02
-7.9750E-04,-9.222E-02
-7.9500E-04,-5.222E-02
-7.9250E-04,-5.222E-02
-7.9000E-04,-9.222E-02
-7.8750E-04,-9.222E-02
-7.8500E-04,-9.222E-02
-7.8250E-04,-5.222E-02
-7.8000E-04,-9.222E-02
-7.7750E-04,-9.222E-02
-7.7500E-04,-9.222E-02
-7.7250E-04,-9.222E-02
-7.7000E-04,-9.222E-02
-7.6750E-04,-9.222E-02
-7.6500E-04,-5.222E-02
-7.6250E-04,-9.222E-02
-7.6000E-04,-9.222E-02
-7.5750E-04,-9.222E-02
-7.5500E-04,-5.222E-02
-7.5250E-04,-5.222E-02
-7.5000E-04,-9.222E-02
-7.4750E-04,-9.222E-02
-7.4500E-04,-9.222E-02
-7.4250E-04,-9.222E-02
-7.4000E-04,-9.222E-02
-7.3750E-04,-9.222E-02
-7.3500E-04,-9.222E-02
-7.3250E-04,-5.222E-02
-7.3000E-04,-9.222E-02
-7.2750E-04,-9.222E-02
-7.2500E-04,-9.222E-02
-7.2250E-04,-5.222E-02
-7.2000E-04,-9.222E-02
-7.1750E-04,-9.222E-02
-7.1500E-04,-5.222E-02
-7.1250E-04,-9.222E-02
-7.1000E-04,-9.222E-02
-7.0750E-04,-5.222E-02
-7.0500E-04,-5.222E-02
-7.0250E-04,-9.222E-02
-7.0000E-04,-9.222E-02
-6.9750E-04,-9.222E-02
-6.9500E-04,-9.222E-02
-6.9250E-04,-9.222E-02
-6.9000E-04,-9.222E-02
-6.8750E-04,-5.222E-02
-6.8500E-04,-5.222E-02
-6.8250E-04,-5.222E-02
-6.8000E-04,-9.222E-02
-6.7750E-04,-9.222E-02
-6.7500E-04,-9.222E-02
-6.7250E-04,-9.222E-02
-6.7000E-04,-5.222E-02
-6.6750E-04,-9.222E-02
-6.6500E-04,-5.222E-02
-6.6250E-04,-5.222E-02
-6.6000E-04,-9.222E-02
-6.5750E-04,-9.222E-02
-6.5500E-04,-9.222E-02
-6.5250E-04,-9.222E-02
-6.5000E-04,-5.222E-02
-6.4750E-04,-9.222E-02
-6.4500E-04,-9.222E-02
-6.4250E-04,-9.222E-02
-6.4000E-04,-9.222E-02
-6.3750E-04,-9.222E-02
-6.3500E-04,-5.222E-02
-6.3250E-04,-9.222E-02
-6.3000E-04,-5.222E-02
-6.2750E-04,-9.222E-02
-6.2500E-04,-9.222E-02
-6.2250E-04,-5.222E-02
-6.2000E-04,-9.222E-02
-6.1750E-04,-9.222E-02
-6.1500E-04,-9.222E-02
-6.1250E-04,-9.222E-02
-6.1000E-04,-9.222E-02
-6.0750E-04,-5.222E-02
-6.0500E-04,-9.222E-02
-6.0250E-04,-5.222E-02
-6.0000E-04,-9.222E-02
-5.9750E-04,-9.222E-02
-5.9500E-04,-5.222E-02
-5.9250E-04,-9.222E-02
-5.9000E-04,-9.222E-02
-5.8750E-04,-9.222E-02
-5.8500E-04,-9.222E-02
-5.8250E-04,-5.222E-02
-5.8000E-04,-5.222E-02
-5.7750E-04,-9.222E-02
-5.7500E-04,-9.222E-02
-5.7250E-04,-5.222E-02
-5.7000E-04,-5.222E-02
-5.6750E-04,-5.222E-02
-5.6500E-04,-5.222E-02
-5.6250E-04,-5.222E-02
-5.6000E-04,-9.222E-02
-5.5750E-04,-9.222E-02
-5.5500E-04,-9.222E-02
-5.5250E-04,-5.222E-02
-5.5000E-04,-9.222E-02
-5.4750E-04,-9.222E-02
-5.4500E-04,-9.222E-02
-5.4250E-04,-9.222E-02
-5.4000E-04,-9.222E-02
-5.3750E-04,-9.222E-02
-5.3500E-04,-9.222E-02
-5.3250E-04,-5.222E-02
-5.3000E-04,-9.222E-02
-5.2750E-04,-9.222E-02
-5.2500E-04,-1.322E-01
-5.2250E-04,-5.222E-02
-5.2000E-04,-9.222E-02
-5.1750E-04,-9.222E-02
-5.1500E-04,-9.222E-02
-5.1250E-04,-9.222E-02
-5.1000E-04,-9.222E-02
-5.0750E-04,-9.222E-02
-5.0500E-04,1.948E+00
-5.0250E-04,-5.222E-02
-5.0000E-04,-5.222E-02
-4.9750E-04,-9.222E-02
-4.9500E-04,-9.222E-02
-4.9250E-04,-5.222E-02
-4.9000E-04,-9.222E-02
-4.8750E-04,-9.222E-02
-4.8500E-04,-9.222E-02
-4.8250E-04,-5.222E-02
-4.8000E-04,-5.222E-02
-4.7750E-04,-9.222E-02
-4.7500E-04,-9.222E-02
-4.7250E-04,-5.222E-02
-4.7000E-04,-9.222E-02
-4.6750E-04,-5.222E-02
-4.6500E-04,-9.222E-02
-4.6250E-04,-1.322E-01
-4.6000E-04,-5.222E-02
-4.5750E-04,-5.222E-02
-4.5500E-04,-1.322E-01
-4.5250E-04,-9.222E-02
-4.5000E-04,-9.222E-02
-4.4750E-04,-9.222E-02
-4.4500E-04,-9.222E-02
-4.4250E-04,-5.222E-02
-4.4000E-04,-9.222E-02
-4.3750E-04,-9.222E-02
-4.3500E-04,-9.222E-02
-4.3250E-04,-9.222E-02
-4.3000E-04,-5.222E-02
-4.2750E-04,-9.222E-02
-4.2500E-04,-9.222E-02
-4.2250E-04,-9.222E-02
-4.2000E-04,-5.222E-02
-4.1750E-04,-5.222E-02
-4.1500E-04,-9.222E-02
-4.1250E-04,-9.222E-02
-4.1000E-04,-5.222E-02
-4.0750E-04,-1.322E-01
-4.0500E-04,-9.222E-02
-4.0250E-04,-9.222E-02
-4.0000E-04,-5.222E-02
-3.9750E-04,-9.222E-02
-3.9500E-04,-9.222E-02
-3.9250E-04,-9.222E-02
-3.9000E-04,-5.222E-02
-3.8750E-04,-9.222E-02
-3.8500E-04,-9.222E-02
-3.8250E-04,-9.222E-02
-3.8000E-04,-5.222E-02
-3.7750E-04,-9.222E-02
-3.7500E-04,-9.222E-02
-3.7250E-04,-9.222E-02
-3.7000E-04,-9.222E-02
-3.6750E-04,-9.222E-02
-3.6500E-04,-1.322E-01
-3.6250E-04,-5.222E-02
-3.6000E-04,-5.222E-02
-3.5750E-04,-9.222E-02
-3.5500E-04,-1.322E-01
-3.5250E-04,-9.222E-02
-3.5000E-04,-9.222E-02
-3.4750E-04,-9.222E-02
-3.4500E-04,-5.222E-02
-3.4250E-04,-9.222E-02
-3.4000E-04,-9.222E-02
-3.3750E-04,-9.222E-02
-3.3500E-04,-9.222E-02
-3.3250E-04,-5.222E-02
-3.3000E-04,-9.222E-02
-3.2750E-04,-5.222E-02
-3.2500E-04,-9.222E-02
-3.2250E-04,-9.222E-02
-3.2000E-04,-5.222E-02
-3.1750E-04,-9.222E-02
-3.1500E-04,-9.222E-02
-3.1250E-04,-9.222E-02
-3.1000E-04,-5.222E-02
-3.0750E-04,-9.222E-02
-3.0500E-04,-9.222E-02
-3.0250E-04,-9.222E-02
-3.0000E-04,-5.222E-02
-2.9750E-04,-9.222E-02
-2.9500E-04,-9.222E-02
-2.9250E-04,-9.222E-02
-2.9000E-04,-5.222E-02
-2.8750E-04,-9.222E-02
-2.8500E-04,-9.222E-02
-2.8250E-04,-9.222E-02
-2.8000E-04,-5.222E-02
-2.7750E-04,-9.222E-02
-2.7500E-04,-9.222E-02
-2.7250E-04,-9.222E-02
-2.7000E-04,-9.222E-02
-2.6750E-04,-9.222E-02
-2.6500E-04,-5.222E-02
-2.6250E-04,-5.222E-02
-2.6000E-04,-9.222E-02
-2.5750E-04,-9.222E-02
-2.5500E-04,-9.222E-02
-2.5250E-04,-1.322E-01
-2.5000E-04,-5.222E-02
-2.4750E-04,-9.222E-02
-2.4500E-04,-1.322E-01
-2.4250E-04,-9.222E-02
-2.4000E-04,-5.222E-02
-2.3750E-04,-9.222E-02
-2.3500E-04,-9.222E-02
-2.3250E-04,-9.222E-02
-2.3000E-04,-9.222E-02
-2.2750E-04,-5.222E-02
-2.2500E-04,-9.222E-02
-2.2250E-04,-9.222E-02
-2.2000E-04,-9.222E-02
-2.1750E-04,-1.322E-01
-2.1500E-04,-9.222E-02
-2.1250E-04,-9.222E-02
-2.1000E-04,-9.222E-02
-2.0750E-04,-9.222E-02
-2.0500E-04,-9.222E-02
-2.0250E-04,-5.222E-02
-2.0000E-04,-9.222E-02
-1.9750E-04,-5.222E-02
-1.9500E-04,-9.222E-02
-1.9250E-04,-5.222E-02
-1.9000E-04,-9.222E-02
-1.8750E-04,-9.222E-02
-1.8500E-04,-9.222E-02
-1.8250E-04,-9.222E-02
-1.8000E-04,-5.222E-02
-1.7750E-04,-9.222E-02
-1.7500E-04,-9.222E-02
-1.7250E-04,-9.222E-02
-1.7000E-04,-5.222E-02
-1.6750E-04,-9.222E-02
-1.6500E-04,-9.222E-02
-1.6250E-04,-5.222E-02
-1.6000E-04,-5.222E-02
-1.5750E-04,-5.222E-02
-1.5500E-04,-1.322E-01
-1.5250E-04,-9.222E-02
-1.5000E-04,-5.222E-02
-1.4750E-04,-9.222E-02
-1.4500E-04,-9.222E-02
-1.4250E-04,-9.222E-02
-1.4000E-04,-5.222E-02
-1.3750E-04,-9.222E-02
-1.3500E-04,-9.222E-02
-1.3250E-04,-9.222E-02
-1.3000E-04,-5.222E-02
-1.2750E-04,-5.222E-02
-1.2500E-04,-9.222E-02
-1.2250E-04,-9.222E-02
-1.2000E-04,-9.222E-02
-1.1750E-04,-5.222E-02
-1.1500E-04,-5.222E-02
-1.1250E-04,-9.222E-02
-1.1000E-04,-9.222E-02
-1.0750E-04,-9.222E-02
-1.0500E-04,-9.222E-02
-1.0250E-04,-9.222E-02
-1.0000E-04,-9.222E-02
-9.7500E-05,-9.222E-02
-9.5000E-05,-9.222E-02
-9.2500E-05,-9.222E-02
-9.0000E-05,-9.222E-02
-8.7500E-05,-9.222E-02
-8.5000E-05,-1.322E-01
-8.2500E-05,-9.222E-02
-8.0000E-05,-5.222E-02
-7.7500E-05,-5.222E-02
-7.5000E-05,-9.222E-02
-7.2500E-05,6.678E-01
-7.0000E-05,1.478E-01
-6.7500E-05,-5.222E-02
-6.5000E-05,-9.222E-02
-6.2500E-05,-5.222E-02
-6.0000E-05,-5.222E-02
-5.7500E-05,-9.222E-02
-5.5000E-05,-5.222E-02
-5.2500E-05,-9.222E-02
-5.0000E-05,-9.222E-02
-4.7500E-05,-9.222E-02
-4.5000E-05,-9.222E-02
-4.2500E-05,-9.222E-02
-4.0000E-05,-9.222E-02
-3.7500E-05,-5.222E-02
-3.5000E-05,-9.222E-02
-3.2500E-05,-9.222E-02
-3.0000E-05,-5.222E-02
-2.7500E-05,-5.222E-02
-2.5000E-05,-9.222E-02
-2.2500E-05,-9.222E-02
-2.0000E-05,-9.222E-02
-1.7500E-05,-5.222E-02
-1.5000E-05,-9.222E-02
-1.2500E-05,-9.222E-02
-1.0000E-05,-5.222E-02
-7.5002E-06,-5.222E-02
-5.0002E-06,-9.222E-02
-2.5002E-06,-9.222E-02
-2.1737E-10,-9.222E-02
2.4998E-06,4.388E+00
4.9998E-06,5.988E+00
7.4998E-06,4.678E-01
9.9998E-06,2.278E-01
1.2500E-05,2.278E-01
1.5000E-05,1.878E-01
1.7500E-05,1.878E-01
2.0000E-05,2.278E-01
2.2500E-05,2.278E-01
2.5000E-05,1.878E-01
2.7500E-05,2.278E-01
3.0000E-05,1.478E-01
3.2500E-05,1.478E-01
3.5000E-05,1.878E-01
3.7500E-05,1.078E-01
4.0000E-05,1.478E-01
4.2500E-05,1.078E-01
4.5000E-05,1.078E-01
4.7500E-05,1.078E-01
5.0000E-05,1.078E-01
5.2500E-05,1.078E-01
5.5000E-05,1.078E-01
5.7500E-05,1.078E-01
6.0000E-05,1.078E-01
6.2500E-05,6.778E-02
6.5000E-05,2.778E-02
6.7500E-05,6.778E-02
7.0000E-05,6.778E-02
7.2500E-05,6.778E-02
7.5000E-05,6.778E-02
7.7500E-05,-1.222E-02
8.0000E-05,2.778E-02
8.2500E-05,2.778E-02
8.5000E-05,2.778E-02
8.7500E-05,2.778E-02
9.0000E-05,2.778E-02
9.2500E-05,-1.222E-02
9.5000E-05,2.778E-02
9.7500E-05,-1.222E-02
1.0000E-04,-1.222E-02
1.0250E-04,2.778E-02
1.0500E-04,2.778E-02
1.0750E-04,-1.222E-02
1.1000E-04,-5.222E-02
1.1250E-04,-1.222E-02
1.1500E-04,-1.222E-02
1.1750E-04,-1.222E-02
1.2000E-04,-1.222E-02
1.2250E-04,-1.222E-02
1.2500E-04,-1.222E-02
1.2750E-04,-5.222E-02
1.3000E-04,-5.222E-02
1.3250E-04,-5.222E-02
1.3500E-04,-1.222E-02
1.3750E-04,-5.222E-02
1.4000E-04,-1.222E-02
1.4250E-04,-1.222E-02
1.4500E-04,-1.222E-02
1.4750E-04,-5.222E-02
1.5000E-04,-9.222E-02
1.5250E-04,-5.222E-02
1.5500E-04,-5.222E-02
1.5750E-04,-5.222E-02
1.6000E-04,-9.222E-02
1.6250E-04,-5.222E-02
1.6500E-04,-9.222E-02
1.6750E-04,-5.222E-02
1.7000E-04,-5.222E-02
1.7250E-04,-5.222E-02
1.7500E-04,-5.222E-02
1.7750E-04,-5.222E-02
1.8000E-04,-9.222E-02
1.8250E-04,-9.222E-02
1.8500E-04,-5.222E-02
1.8750E-04,-9.222E-02
1.9000E-04,-9.222E-02
1.9250E-04,-9.222E-02
1.9500E-04,-5.222E-02
1.9750E-04,-9.222E-02
2.0000E-04,-9.222E-02
2.0250E-04,-5.222E-02
2.0500E-04,-9.222E-02
2.0750E-04,-9.222E-02
2.1000E-04,-9.222E-02
2.1250E-04,-9.222E-02
2.1500E-04,-9.222E-02
2.1750E-04,-9.222E-02
2.2000E-04,-5.222E-02
2.2250E-04,-5.222E-02
2.2500E-04,-5.222E-02
2.2750E-04,-9.222E-02
2.3000E-04,-9.222E-02
2.3250E-04,-9.222E-02
2.3500E-04,-9.222E-02
2.3750E-04,-5.222E-02
2.4000E-04,-9.222E-02
2.4250E-04,-5.222E-02
2.4500E-04,-5.222E-02
2.4750E-04,-5.222E-02
2.5000E-04,-9.222E-02
2.5250E-04,-5.222E-02
2.5500E-04,-9.222E-02
2.5750E-04,-9.222E-02
2.6000E-04,-9.222E-02
2.6250E-04,-9.222E-02
2.6500E-04,-9.222E-02
2.6750E-04,-9.222E-02
2.7000E-04,-9.222E-02
2.7250E-04,-9.222E-02
2.7500E-04,-9.222E-02
2.7750E-04,-9.222E-02
2.8000E-04,-9.222E-02
2.8250E-04,-9.222E-02
2.8500E-04,-9.222E-02
2.8750E-04,-9.222E-02
2.9000E-04,-5.222E-02
2.9250E-04,-9.222E-02
2.9500E-04,-9.222E-02
2.9750E-04,-9.222E-02
3.0000E-04,-5.222E-02
3.0250E-04,-9.222E-02
3.0500E-04,-9.222E-02
3.0750E-04,-9.222E-02
3.1000E-04,-9.222E-02
3.1250E-04,-9.222E-02
3.1500E-04,-5.222E-02
3.1750E-04,-9.222E-02
3.2000E-04,-5.222E-02
3.2250E-04,-5.222E-02
3.2500E-04,-9.222E-02
3.2750E-04,-5.222E-02
3.3000E-04,-9.222E-02
3.3250E-04,-9.222E-02
3.3500E-04,-9.222E-02
3.3750E-04,-9.222E-02
3.4000E-04,-9.222E-02
3.4250E-04,-5.222E-02
3.4500E-04,-9.222E-02
3.4750E-04,-9.222E-02
3.5000E-04,-9.222E-02
3.5250E-04,-9.222E-02
3.5500E-04,-5.222E-02
3.5750E-04,-5.222E-02
3.6000E-04,-9.222E-02
3.6250E-04,-9.222E-02
3.6500E-04,-9.222E-02
3.6750E-04,-1.322E-01
3.7000E-04,-9.222E-02
3.7250E-04,-5.222E-02
3.7500E-04,-5.222E-02
3.7750E-04,-9.222E-02
3.8000E-04,6.778E-02
3.8250E-04,2.678E-01
3.8500E-04,-1.222E-02
3.8750E-04,-5.222E-02
3.9000E-04,-9.222E-02
3.9250E-04,-9.222E-02
3.9500E-04,-5.222E-02
3.9750E-04,-5.222E-02
4.0000E-04,-9.222E-02
4.0250E-04,1.508E+00
4.0500E-04,-1.222E-02
4.0750E-04,-5.222E-02
4.1000E-04,-9.222E-02
4.1250E-04,-9.222E-02
4.1500E-04,-9.222E-02
4.1750E-04,-5.222E-02
4.2000E-04,-5.222E-02
4.2250E-04,-5.222E-02
4.2500E-04,-9.222E-02
4.2750E-04,-9.222E-02
4.3000E-04,-9.222E-02
4.3250E-04,-9.222E-02
4.3500E-04,-5.222E-02
4.3750E-04,-5.222E-02
4.4000E-04,-5.222E-02
4.4250E-04,-9.222E-02
4.4500E-04,-9.222E-02
4.4750E-04,-9.222E-02
4.5000E-04,-9.222E-02
4.5250E-04,-9.222E-02
4.5500E-04,-5.222E-02
4.5750E-04,-9.222E-02
4.6000E-04,-9.222E-02
4.6250E-04,-9.222E-02
4.6500E-04,-9.222E-02
4.6750E-04,-9.222E-02
4.7000E-04,-9.222E-02
4.7250E-04,-9.222E-02
4.7500E-04,-5.222E-02
4.7750E-04,-5.222E-02
4.8000E-04,-5.222E-02
4.8250E-04,-9.222E-02
4.8500E-04,-9.222E-02
4.8750E-04,-9.222E-02
4.9000E-04,-9.222E-02
4.9250E-04,-9.222E-02
4.9500E-04,-9.222E-02
4.9750E-04,-9.222E-02
5.0000E-04,-9.222E-02
5.0250E-04,-9.222E-02
5.0500E-04,-9.222E-02
5.0750E-04,-9.222E-02
5.1000E-04,-9.222E-02
5.1250E-04,-9.222E-02
5.1500E-04,-9.222E-02
5.1750E-04,-9.222E-02
5.2000E-04,-9.222E-02
5.2250E-04,-9.222E-02
5.2500E-04,-5.222E-02
5.2750E-04,-9.222E-02
5.3000E-04,2.778E-02
5.3250E-04,6.778E-02
5.3500E-04,-9.222E-02
5.3750E-04,-9.222E-02
5.4000E-04,-9.222E-02
5.4250E-04,-9.222E-02
5.4500E-04,-9.222E-02
5.4750E-04,-9.222E-02
5.5000E-04,-9.222E-02
5.5250E-04,-9.222E-02
5.5500E-04,-5.222E-02
5.5750E-04,-5.222E-02
5.6000E-04,-5.222E-02
5.6250E-04,-9.222E-02
5.6500E-04,-9.222E-02
5.6750E-04,-9.222E-02
5.7000E-04,-9.222E-02
5.7250E-04,-5.222E-02
5.7500E-04,-5.222E-02
5.7750E-04,-9.222E-02
5.8000E-04,-9.222E-02
5.8250E-04,-9.222E-02
5.8500E-04,-9.222E-02
5.8750E-04,-9.222E-02
5.9000E-04,-9.222E-02
5.9250E-04,-9.222E-02
5.9500E-04,-9.222E-02
5.9750E-04,-9.222E-02
6.0000E-04,-9.222E-02
6.0250E-04,-1.322E-01
6.0500E-04,-5.222E-02
6.0750E-04,-9.222E-02
6.1000E-04,-5.222E-02
6.1250E-04,-9.222E-02
6.1500E-04,-9.222E-02
6.1750E-04,-9.222E-02
6.2000E-04,9.478E-01
6.2250E-04,-9.222E-02
6.2500E-04,-9.222E-02
6.2750E-04,-5.222E-02
6.3000E-04,-5.222E-02
6.3250E-04,-1.322E-01
6.3500E-04,-9.222E-02
6.3750E-04,-5.222E-02
6.4000E-04,-5.222E-02
6.4250E-04,-5.222E-02
6.4500E-04,-5.222E-02
6.4750E-04,1.068E+00
6.5000E-04,6.778E-02
6.5250E-04,-9.222E-02
6.5500E-04,-5.222E-02
6.5750E-04,1.028E+00
6.6000E-04,1.078E-01
6.6250E-04,-5.222E-02
6.6500E-04,-9.222E-02
6.6750E-04,-5.222E-02
6.7000E-04,-9.222E-02
6.7250E-04,-5.222E-02
6.7500E-04,-5.222E-02
6.7750E-04,-5.222E-02
6.8000E-04,-5.222E-02
6.8250E-04,-9.222E-02
6.8500E-04,-9.222E-02
6.8750E-04,-9.222E-02
6.9000E-04,-9.222E-02
6.9250E-04,-5.222E-02
6.9500E-04,-9.222E-02
6.9750E-04,-5.222E-02
7.0000E-04,-1.322E-01
7.0250E-04,-9.222E-02
7.0500E-04,-9.222E-02
7.0750E-04,-9.222E-02
7.1000E-04,-5.222E-02
7.1250E-04,-9.222E-02
7.1500E-04,-9.222E-02
7.1750E-04,-9.222E-02
7.2000E-04,-1.322E-01
7.2250E-04,-9.222E-02
7.2500E-04,-9.222E-02
7.2750E-04,-9.222E-02
7.3000E-04,-5.222E-02
7.3250E-04,-9.222E-02
7.3500E-04,-9.222E-02
7.3750E-04,-5.222E-02
7.4000E-04,-5.222E-02
7.4250E-04,-9.222E-02
7.4500E-04,-9.222E-02
7.4750E-04,-9.222E-02
7.5000E-04,-9.222E-02
7.5250E-04,-9.222E-02
7.5500E-04,-9.222E-02
7.5750E-04,-9.222E-02
7.6000E-04,-9.222E-02
7.6250E-04,-9.222E-02
7.6500E-04,-9.222E-02
7.6750E-04,-9.222E-02
7.7000E-04,-9.222E-02
7.7250E-04,-9.222E-02
7.7500E-04,-5.222E-02
7.7750E-04,-5.222E-02
7.8000E-04,-9.222E-02
7.8250E-04,-9.222E-02
7.8500E-04,-9.222E-02
7.8750E-04,-5.222E-02
7.9000E-04,-9.222E-02
7.9250E-04,-9.222E-02
7.9500E-04,-9.222E-02
7.9750E-04,-9.222E-02
8.0000E-04,-9.222E-02
8.0250E-04,-9.222E-02
8.0500E-04,-9.222E-02
8.0750E-04,-9.222E-02
8.1000E-04,5.478E-01
8.1250E-04,-5.222E-02
8.1500E-04,-9.222E-02
8.1750E-04,-5.222E-02
8.2000E-04,-9.222E-02
8.2250E-04,-9.222E-02
8.2500E-04,-9.222E-02
8.2750E-04,-5.222E-02
8.3000E-04,-9.222E-02
8.3250E-04,-9.222E-02
8.3500E-04,-9.222E-02
8.3750E-04,-9.222E-02
8.4000E-04,-9.222E-02
8.4250E-04,-9.222E-02
8.4500E-04,-9.222E-02
8.4750E-04,-9.222E-02
8.5000E-04,-5.222E-02
8.5250E-04,-9.222E-02
8.5500E-04,-9.222E-02
8.5750E-04,-9.222E-02
8.6000E-04,-9.222E-02
8.6250E-04,-9.222E-02
8.6500E-04,-5.222E-02
8.6750E-04,-9.222E-02
8.7000E-04,-9.222E-02
8.7250E-04,-9.222E-02
8.7500E-04,-9.222E-02
8.7750E-04,-9.222E-02
8.8000E-04,-5.222E-02
8.8250E-04,-9.222E-02
8.8500E-04,-9.222E-02
8.8750E-04,-9.222E-02
8.9000E-04,-5.222E-02
8.9250E-04,-5.222E-02
8.9500E-04,-9.222E-02
8.9750E-04,-9.222E-02
9.0000E-04,-5.222E-02
9.0250E-04,-1.322E-01
9.0500E-04,-9.222E-02
9.0750E-04,-9.222E-02
9.1000E-04,-9.222E-02
9.1250E-04,-9.222E-02
9.1500E-04,-5.222E-02
9.1750E-04,-9.222E-02
9.2000E-04,-9.222E-02
9.2250E-04,-9.222E-02
9.2500E-04,-5.222E-02
9.2750E-04,-5.222E-02
9.3000E-04,-9.222E-02
9.3250E-04,-9.222E-02
9.3500E-04,-9.222E-02
9.3750E-04,-9.222E-02
9.4000E-04,-9.222E-02
9.4250E-04,-9.222E-02
9.4500E-04,-9.222E-02
9.4750E-04,-9.222E-02
9.5000E-04,-9.222E-02
9.5250E-04,-9.222E-02
9.5500E-04,-9.222E-02
9.5750E-04,-9.222E-02
9.6000E-04,-9.222E-02
9.6250E-04,-9.222E-02
9.6500E-04,-9.222E-02
9.6750E-04,-9.222E-02
9.7000E-04,-9.222E-02
9.7250E-04,-9.222E-02
9.7500E-04,-5.222E-02
9.7750E-04,-5.222E-02
9.8000E-04,-9.222E-02
9.8250E-04,-9.222E-02
9.8500E-04,-9.222E-02
9.8750E-04,-9.222E-02
9.9000E-04,-9.222E-02
9.9250E-04,-9.222E-02
9.9500E-04,-9.222E-02
9.9750E-04,-9.222E-02
1.0000E-03,-9.222E-02
1.0025E-03,-9.222E-02
1.0050E-03,-1.322E-01
1.0075E-03,-9.222E-02
1.0100E-03,-5.222E-02
1.0125E-03,-5.222E-02
1.0150E-03,-9.222E-02
1.0175E-03,-9.222E-02
1.0200E-03,-9.222E-02
1.0225E-03,-9.222E-02
1.0250E-03,-5.222E-02
1.0275E-03,-5.222E-02
1.0300E-03,2.778E-02
1.0325E-03,-5.222E-02
1.0350E-03,-9.222E-02
1.0375E-03,-9.222E-02
1.0400E-03,-5.222E-02
1.0425E-03,-9.222E-02
1.0450E-03,-9.222E-02
1.0475E-03,-5.222E-02
1.0500E-03,-9.222E-02
1.0525E-03,-9.222E-02
1.0550E-03,-1.322E-01
1.0575E-03,-9.222E-02
1.0600E-03,-9.222E-02
1.0625E-03,-5.222E-02
1.0650E-03,-9.222E-02
1.0675E-03,-9.222E-02
1.0700E-03,-9.222E-02
1.0725E-03,-9.222E-02
1.0750E-03,-9.222E-02
1.0775E-03,-5.222E-02
1.0800E-03,-5.222E-02
1.0825E-03,-5.222E-02
1.0850E-03,-9.222E-02
1.0875E-03,-9.222E-02
1.0900E-03,-9.222E-02
1.0925E-03,-9.222E-02
1.0950E-03,-9.222E-02
1.0975E-03,-5.222E-02
1.1000E-03,-9.222E-02
1.1025E-03,-9.222E-02
1.1050E-03,-9.222E-02
